price_log,city,condition,grade,floors,bedrooms,bathrooms,sqft_living_log,sqft_lot_log,house_age,school_rate,unemployment_rate,travel_time_to_work,total_population,typical_levy_rate,median_age,median_household_income,area_crime
5.7450747915820575,Issaquah,3,9,2.0,3,3.0,3.292256071356476,3.0674428427763805,16,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7343997425205675,Issaquah,5,8,1.5,5,3.25,3.4785664955938436,6.031092425301797,92,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.977723605288848,Issaquah,3,10,2.0,5,3.75,3.7267272090265724,3.7781512503836434,17,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.643452676486188,Issaquah,4,7,1.0,4,2.5,3.4082399653118496,4.017033339298781,58,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.76715586608218,Issaquah,4,8,1.0,3,1.75,3.2671717284030137,3.8884603180353863,40,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.797267540830717,Issaquah,3,8,2.0,3,3.5,3.432969290874406,3.540954808926133,18,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7222224639697306,Issaquah,3,8,1.0,3,1.75,3.3636119798921444,4.896768649268753,46,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.924279286061882,Issaquah,5,10,1.5,7,4.5,3.6324572921847245,4.575268690098512,41,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.691965102767361,Issaquah,4,8,1.0,3,1.75,3.4424797690644486,4.601266679781316,45,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.592176757395867,Issaquah,3,7,2.0,3,2.25,3.1492191126553797,3.110589710299249,19,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7283537820212285,Issaquah,3,8,2.0,3,2.5,3.2278867046136734,3.98344585734134,39,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.6127838567197355,Issaquah,4,7,1.0,4,1.75,3.2528530309798933,4.074633618296904,54,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.886490725172482,Issaquah,3,10,2.0,3,2.5,3.385606273598312,4.73286800772418,36,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.638489256954637,Issaquah,3,7,1.0,3,1.75,3.346352974450639,5.123387710430523,35,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.739572344450092,Issaquah,3,7,2.0,4,2.25,3.437750562820388,4.94657997990354,32,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7160033436347994,Issaquah,3,8,2.0,3,3.25,3.187520720836463,3.172310968521954,12,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.8186138132552365,Issaquah,3,10,2.0,3,2.25,3.4082399653118496,4.616433500298332,37,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.724275869600789,Issaquah,3,8,2.0,4,3.25,3.6190933306267428,4.552108260147983,50,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.380211241711606,Issaquah,4,6,1.0,3,1.0,3.060697840353612,3.6834973176798114,66,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.596597095626461,Issaquah,4,7,1.0,3,1.75,3.164352855784437,4.355087380074904,62,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.799340549453582,Issaquah,4,10,1.0,4,3.75,3.663700925389648,4.60424765923765,43,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.673020907128897,Issaquah,3,8,2.0,3,2.5,3.307496037913213,3.4479328655921804,22,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.76715586608218,Issaquah,3,8,2.0,4,2.5,3.385606273598312,3.67641923171836,15,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.786041210242554,Issaquah,4,9,1.0,6,2.5,3.582063362911709,4.725691163731349,49,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.720159303405957,Issaquah,4,8,2.0,3,3.0,3.392696953259666,4.561637954564607,43,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.770778396169147,Issaquah,3,10,2.0,4,4.5,3.5877109650189114,4.554961357454656,22,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.690196080028514,Issaquah,3,9,2.0,3,2.0,3.346352974450639,4.011781830548107,43,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7283537820212285,Issaquah,4,8,2.0,5,2.25,3.401400540781544,4.692159256081884,45,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.832508912706237,Issaquah,3,9,2.5,3,2.5,3.4099331233312946,3.5563025007672873,16,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.527307604395023,Issaquah,3,7,2.0,2,2.25,3.0681858617461617,3.004751155591001,14,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.579211780231499,Issaquah,3,7,2.0,3,2.25,3.1492191126553797,3.1095785469043866,18,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.929418925714293,Issaquah,5,8,1.0,5,2.75,3.4653828514484184,4.074816440645175,55,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.866287339084195,Issaquah,3,8,2.0,4,2.75,3.3891660843645326,3.6219029608912305,13,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.983626287124535,Issaquah,3,10,2.0,4,3.5,3.515873843711679,3.8197412972730103,16,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7596678446896306,Issaquah,3,8,2.0,4,2.5,3.326335860928751,3.982406928863795,38,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.633468455579586,Issaquah,3,8,1.0,3,2.0,3.2380461031287955,3.9542425094393248,45,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7923916894982534,Issaquah,3,8,2.0,4,2.5,3.2810333672477277,3.885530833188092,36,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.759630078310034,Issaquah,4,8,2.0,5,3.25,3.499687082618404,4.0,43,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.596597095626461,Issaquah,4,7,1.0,4,1.0,3.296665190261531,4.014940349792936,55,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
6.342422680822207,Issaquah,3,11,2.0,5,4.75,3.7774268223893115,4.019116290447073,21,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.6429588794097905,Issaquah,4,8,1.0,3,2.5,3.311753861055754,4.602092562192713,46,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.892094602690481,Issaquah,4,10,2.0,4,3.5,3.5921767573958667,4.777158477469066,36,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.5439439424829065,Issaquah,5,7,1.0,3,2.0,3.383815365980431,4.588619003527692,74,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.559308010907013,Issaquah,3,7,1.0,4,1.75,3.161368002234975,3.926856708949692,63,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.897627091290442,Issaquah,3,9,2.0,4,3.5,3.503790683057181,4.497620649781288,13,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.869231719730976,Issaquah,3,9,2.0,4,2.5,3.4771212547196626,4.016699138064971,28,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.77814401208196,Issaquah,3,8,1.0,3,2.25,3.428134794028789,3.9619902874400648,45,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.916980047320382,Issaquah,3,9,2.0,4,2.5,3.48572142648158,3.8536982117761744,17,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.3870337012823635,Issaquah,4,6,1.0,3,1.0,3.0569048513364727,4.443419461782817,42,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.893706293064714,Issaquah,3,10,2.0,4,3.25,3.48572142648158,3.5908418347816027,9,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7923916894982534,Issaquah,4,8,1.0,3,2.0,3.3909351071033793,4.616401987438187,35,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.460582150739671,Issaquah,3,7,3.0,4,2.0,3.130333768495006,2.9740509027928774,15,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.628388930050312,Issaquah,5,8,1.5,3,1.0,3.1818435879447726,5.329283951112251,35,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.662757831681574,Issaquah,4,8,1.0,4,2.5,3.3242824552976926,4.545195744627311,38,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.698970004336019,Issaquah,3,8,2.0,5,3.25,3.4955443375464483,4.08231852210804,48,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.799202656300525,Issaquah,3,8,2.0,3,2.5,3.3783979009481375,3.2975416678181597,15,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.582631439489637,Issaquah,4,7,1.0,3,1.75,3.0170333392987803,3.9542425094393248,56,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.929418925714293,Issaquah,3,9,1.0,4,3.25,3.6384892569546374,5.052116550549998,17,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7596678446896306,Issaquah,5,8,1.0,3,1.75,3.428134794028789,3.935759103745312,49,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.75396586586516,Issaquah,3,8,2.0,3,2.5,3.357934847000454,3.398287305357401,17,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.601951404133522,Issaquah,3,9,1.5,2,1.75,3.1492191126553797,3.002166061756508,12,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.778151250383644,Issaquah,3,8,2.0,3,2.5,3.3654879848909,3.8813275841005512,20,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.290034611362518,Issaquah,4,5,1.0,2,1.0,3.0755469613925306,4.431476344431557,113,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.623249290397901,Issaquah,3,8,3.0,3,2.25,3.2095150145426308,3.031408464251624,14,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.826074802700826,Issaquah,4,8,2.0,6,3.0,3.6074550232146687,4.558360515631359,53,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.773054693364263,Issaquah,3,10,2.0,3,2.75,3.2624510897304293,3.2671717284030137,12,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.740362689494244,Issaquah,3,8,2.0,3,3.5,3.3961993470957363,3.554125581513013,18,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
6.020775488193558,Issaquah,4,10,2.0,4,3.75,3.6757783416740852,5.102978804388608,32,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.763427993562937,Issaquah,3,7,1.0,3,2.25,3.287801729930226,3.776701183988411,36,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.724275869600789,Issaquah,3,8,2.0,3,2.5,3.2528530309798933,3.48826861549546,13,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.841984804590114,Issaquah,5,9,2.0,4,3.5,3.519827993775719,4.323252100171687,31,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.928242183157309,Issaquah,3,10,2.0,5,3.25,3.6263403673750423,4.011147360775797,27,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.667406252047724,Issaquah,4,7,1.0,4,2.5,3.3483048630481607,4.809142052503805,45,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.57978359661681,Issaquah,4,6,1.0,2,1.0,3.167317334748176,4.90859759915122,74,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.907894835416283,Issaquah,3,9,2.0,5,2.5,3.462397997898956,3.7709256146389993,17,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.968459598760553,Issaquah,3,11,2.0,3,3.5,3.578639209968072,4.034588353713624,30,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.763427993562937,Issaquah,2,9,1.0,3,2.5,3.505149978319906,4.273001272063738,56,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
6.181843587944773,Issaquah,3,11,2.0,5,3.5,3.7730546933642626,4.123459619443338,27,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.658011396657113,Issaquah,3,6,2.5,3,1.0,3.1702617153949575,4.123198075031999,83,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7363965022766426,Issaquah,3,8,2.0,3,2.5,3.424881636631067,4.30896970817825,31,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7596678446896306,Issaquah,3,9,2.0,4,2.5,3.406540180433955,4.7530312233905745,22,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.883661435153617,Issaquah,3,10,2.0,4,2.5,3.4742162640762553,3.6989700043360187,17,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.460582150739671,Issaquah,3,7,2.0,3,1.75,3.110589710299249,3.0923696996291206,15,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.407390904470732,Issaquah,4,7,1.0,2,1.0,3.1583624920952498,4.6390878710837375,58,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.8512583487190755,Issaquah,4,8,2.0,3,2.25,3.4955443375464483,4.81806085675774,45,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.804922773572999,Issaquah,3,8,1.0,4,2.5,3.3364597338485296,3.861832997657945,45,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.824776462475546,Issaquah,3,9,2.0,5,3.5,3.6009728956867484,4.6277344407383065,21,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.769377326076138,Issaquah,3,8,2.0,4,2.25,3.41161970596323,3.865932668193186,46,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.962369335670021,Issaquah,3,10,2.0,4,2.5,3.5440680443502757,4.037067758042558,28,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.724275869600789,Issaquah,3,8,1.0,4,2.5,3.374748346010104,3.982316469692065,47,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.937016107464814,Issaquah,3,9,2.0,3,3.75,3.583198773968623,5.340654270446205,46,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.7596678446896306,Issaquah,4,8,2.0,3,2.25,3.428134794028789,5.000815707101331,45,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.956648579205203,Issaquah,4,10,2.0,4,2.5,3.546542663478131,4.08611057380132,30,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.69888313675259,Issaquah,4,7,2.0,4,3.0,3.3384564936046046,4.086217415693343,55,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.578639209968072,Issaquah,4,7,1.0,5,2.75,3.4771212547196626,4.4009694792256555,62,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.9164539485499255,Issaquah,4,9,2.0,4,2.25,3.4424797690644486,3.9703468762300935,44,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
6.092720644684099,Issaquah,3,11,2.0,4,3.5,3.6693168805661123,3.7781512503836434,16,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.714329759745233,Issaquah,3,8,1.0,4,2.25,3.4216039268698313,4.542451947375977,46,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.776519584787812,Issaquah,3,8,2.0,4,2.5,3.3636119798921444,3.9833556143317885,39,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.9498289589353135,Issaquah,3,9,2.0,4,2.5,3.534026106056135,3.7946971268919985,17,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.757396028793024,Issaquah,3,8,1.0,3,2.5,3.3729120029701067,3.997298992409514,36,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.685741738602264,Issaquah,4,7,1.0,5,1.75,3.330413773349191,4.634719037367886,61,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.913813852383717,Issaquah,3,10,2.0,4,2.5,3.4653828514484184,5.402515864646674,21,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.6127838567197355,Issaquah,4,7,1.0,3,1.5,3.2430380486862944,4.511883360978874,57,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.770115294787102,Issaquah,3,8,2.0,3,2.5,3.3654879848909,3.753046561626529,20,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.68439647841902,Issaquah,3,8,2.0,3,2.5,3.2227164711475833,3.634275694625944,22,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.58489634413745,Issaquah,3,8,2.0,3,2.5,3.2041199826559246,3.416640507338281,18,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.3222192947339195,Issaquah,3,5,1.0,3,1.0,3.0086001717619175,3.7781512503836434,123,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.789933080931751,Issaquah,3,9,1.0,3,2.5,3.5538830266438746,5.072054954565944,31,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.707570176097937,Issaquah,4,7,1.0,5,2.5,3.399673721481038,4.920285112605709,48,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.585460729508501,Issaquah,4,6,1.5,4,1.75,3.255272505103306,4.037027879755775,111,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.740362689494244,Issaquah,5,7,1.0,4,2.75,3.3483048630481607,3.975891136401793,63,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.812913356642856,Issaquah,3,9,1.0,3,2.5,3.3979400086720375,4.714631481192942,10,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.931966114728173,Issaquah,3,9,2.0,5,3.25,3.534026106056135,3.75350645699097,20,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.633468455579586,Issaquah,3,7,2.0,2,2.5,3.383815365980431,4.785215906761976,16,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.77706415474243,Issaquah,3,8,2.0,4,2.5,3.401400540781544,3.5998830720736876,18,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
6.079181246047625,Issaquah,3,11,2.0,5,3.25,3.663700925389648,4.024321442141565,17,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.653212513775344,Issaquah,4,8,1.0,4,2.5,3.3979400086720375,4.559355930412954,45,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.889301702506311,Issaquah,3,10,2.0,4,3.5,3.530199698203082,3.597695185925512,15,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.694605198933568,Issaquah,4,8,1.0,5,2.75,3.419955748489758,4.007107382974057,47,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.9237619608287,Issaquah,3,10,2.0,5,4.0,3.6314437690131722,4.053347392169267,27,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
6.141449773400467,Issaquah,3,11,2.0,4,3.5,3.603144372620182,4.186532564592397,17,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
5.662663409574038,Issaquah,3,8,1.5,3,1.75,3.369215857410143,4.714631481192942,45,0.8503823,0.051,28.6,27855.0,0.1137,41.7,102760.0,1079.0
